"province","areaid","areanameen","total","urban","rural","year"
"Hung Yen","70191","My Hao",90929.7894821681,12530.7461984049,78399.0432837631,2004
"Hung Yen","70191","My Hao",91408.3064443373,12520.4766474295,78887.8297969078,2005
"Hung Yen","70191","My Hao",91899.729833253,12511.6298126849,79388.100020568,2006
"Hung Yen","70191","My Hao",92391.1532221687,12502.4317174619,79888.7215047068,2007
"Hung Yen","70191","My Hao",92882.5766110843,12492.8869359883,80389.6896750961,2008
"Hung Yen","70191","My Hao",93374,12483,80891,2009
"Hung Yen","70191","My Hao",95312,12661,82651,2010
"Hung Yen","70191","My Hao",97250,12839,84411,2011
"Hung Yen","70191","My Hao",99187,13017,86171,2012
"Hung Yen","70191","My Hao",101125,13195,87931,2013
"Hung Yen","70191","My Hao",103063,13372,89691,2014
"Hung Yen","70191","My Hao",105001,13550,91450,2015
"Hung Yen","70191","My Hao",106939,13728,93210,2016
"Hung Yen","70191","My Hao",108876,13906,94970,2017
"Hung Yen","70191","My Hao",110814,14084,96730,2018
"Hung Yen","70191","My Hao",112752,14262,98490,2019
"Hung Yen","70191","My Hao",114796,14447,100349,2020
"Quang Ninh","70192","Quang Yen",113658.432053196,635.80710850615,113022.62494469,1998
"Quang Ninh","70192","Quang Yen",115232.01345424,841.727960874129,114390.285493366,1999
"Quang Ninh","70192","Quang Yen",116805.594855285,1114.1332465296,115691.461608755,2000
"Quang Ninh","70192","Quang Yen",118379.176256329,1474.42839881221,116904.747857517,2001
"Quang Ninh","70192","Quang Yen",119952.757657374,1950.89320123363,118001.86445614,2002
"Quang Ninh","70192","Quang Yen",121526.339058418,2580.88443653928,118945.454621879,2003
"Quang Ninh","70192","Quang Yen",123099.920459463,3413.74282935377,119686.177630109,2004
"Quang Ninh","70192","Quang Yen",124673.501860507,4514.62905030567,120158.872810201,2005
"Quang Ninh","70192","Quang Yen",126353.12639538,5974.59939913088,120378.526996249,2006
"Quang Ninh","70192","Quang Yen",128032.750930254,7905.30736791926,120127.443562334,2007
"Quang Ninh","70192","Quang Yen",129712.375465127,10458.1286836182,119254.246781509,2008
"Quang Ninh","70192","Quang Yen",131392,13833,117559,2009
"Quang Ninh","70192","Quang Yen",132845,21036,111808,2010
"Quang Ninh","70192","Quang Yen",134298,28240,106058,2011
"Quang Ninh","70192","Quang Yen",135750,35444,100307,2012
"Quang Ninh","70192","Quang Yen",137203,42647,94556,2013
"Quang Ninh","70192","Quang Yen",138656,49850,88805,2014
"Quang Ninh","70192","Quang Yen",140109,57054,83055,2015
"Quang Ninh","70192","Quang Yen",141562,64258,77304,2016
"Quang Ninh","70192","Quang Yen",143014,71461,71553,2017
"Quang Ninh","70192","Quang Yen",144467,78664,65803,2018
"Quang Ninh","70192","Quang Yen",145920,85868,60052,2019
"Quang Ninh","70192","Quang Yen",147418,95747,51671,2020
"Hoa Binh","70193","Ky Son",31366.4892460139,2121.48942594025,29244.9998200736,1998
"Hoa Binh","70193","Ky Son",31497.4122431695,2141.86098250397,29355.5512606655,1999
"Hoa Binh","70193","Ky Son",31628.3352403251,2162.39079504322,29465.9444452818,2000
"Hoa Binh","70193","Ky Son",31759.2582374807,2183.07997926021,29576.1782582204,2001
"Hoa Binh","70193","Ky Son",31890.1812346362,2203.92965829506,29686.2515763412,2002
"Hoa Binh","70193","Ky Son",32021.1042317918,2224.94096277363,29796.1632690182,2003
"Hoa Binh","70193","Ky Son",32152.0272289474,2246.11503085566,29905.9121980918,2004
"Hoa Binh","70193","Ky Son",32282.950226103,2267.45300828314,30015.4972178199,2005
"Hoa Binh","70193","Ky Son",32419.2126695773,2289.3331017316,30129.8795678457,2006
"Hoa Binh","70193","Ky Son",32555.4751130515,2311.38349560465,30244.0916174469,2007
"Hoa Binh","70193","Ky Son",32691.7375565258,2333.60539174186,30358.1321647839,2008
"Hoa Binh","70193","Ky Son",32828,2356,30472,2009
"Hoa Binh","70193","Ky Son",32950,2378,30572,2010
"Hoa Binh","70193","Ky Son",33071,2400,30672,2011
"Hoa Binh","70193","Ky Son",33193,2421,30771,2012
"Hoa Binh","70193","Ky Son",33314,2443,30871,2013
"Hoa Binh","70193","Ky Son",33436,2465,30971,2014
"Hoa Binh","70193","Ky Son",33558,2487,31071,2015
"Hoa Binh","70193","Ky Son",33679,2509,31171,2016
"Hoa Binh","70193","Ky Son",33801,2530,31270,2017
"Hoa Binh","70193","Ky Son",33922,2552,31370,2018
"Hoa Binh","70193","Ky Son",34044,2574,31470,2019
"Hoa Binh","70193","Ky Son",34167,2596,31571,2020
"Hung Yen","70194","Yen My",126055.810929015,13884.3218359577,112171.489093057,1998
"Hung Yen","70194","Yen My",126746.655433182,13838.5154968892,112908.139936293,1999
"Hung Yen","70194","Yen My",127437.499937349,13792.4505077293,113645.04942962,2000
"Hung Yen","70194","Yen My",128128.344441516,13746.1348778508,114382.209563665,2001
"Hung Yen","70194","Yen My",128819.188945683,13699.5764964753,115119.612449208,2002
"Hung Yen","70194","Yen My",129510.03344985,13652.7831341607,115857.250315689,2003
"Hung Yen","70194","Yen My",130200.877954017,13605.7624442719,116595.115509745,2004
"Hung Yen","70194","Yen My",130891.722458184,13558.5219644349,117333.200493749,2005
"Hung Yen","70194","Yen My",131601.291843638,13512.9918131397,118088.300030498,2006
"Hung Yen","70194","Yen My",132310.861229092,13467.2230286697,118843.638200422,2007
"Hung Yen","70194","Yen My",133020.430614546,13421.2232497749,119599.207364771,2008
"Hung Yen","70194","Yen My",133730,13375,120355,2009
"Hung Yen","70194","Yen My",135990,13478,122512,2010
"Hung Yen","70194","Yen My",138251,13581,124670,2011
"Hung Yen","70194","Yen My",140511,13684,126827,2012
"Hung Yen","70194","Yen My",142771,13787,128985,2013
"Hung Yen","70194","Yen My",145031,13889,131142,2014
"Hung Yen","70194","Yen My",147292,13992,133299,2015
"Hung Yen","70194","Yen My",149552,14095,135457,2016
"Hung Yen","70194","Yen My",151812,14198,137614,2017
"Hung Yen","70194","Yen My",154073,14301,139772,2018
"Hung Yen","70194","Yen My",156333,14404,141929,2019
"Hung Yen","70194","Yen My",158697,14509,144188,2020
"Hai Duong","70195","Thanh Ha",148030.439764226,6571.74895091516,141458.690813311,1998
"Hai Duong","70195","Thanh Ha",148529.501230418,6638.11689852995,141891.384331888,1999
"Hai Duong","70195","Thanh Ha",149028.562696611,6705.07939535349,142323.483301257,2000
"Hai Duong","70195","Thanh Ha",149527.624162804,6772.64143059399,142754.98273221,2001
"Hai Duong","70195","Thanh Ha",150026.685628996,6840.80803363584,143185.87759536,2002
"Hai Duong","70195","Thanh Ha",150525.747095189,6909.58427435408,143616.162820835,2003
"Hai Duong","70195","Thanh Ha",151024.808561381,6978.97526343124,144045.83329795,2004
"Hai Duong","70195","Thanh Ha",151523.870027574,7048.98615267669,144474.883874897,2005
"Hai Duong","70195","Thanh Ha",152031.652520681,7120.03056331149,144911.621957369,2006
"Hai Duong","70195","Thanh Ha",152539.435013787,7191.71077944625,145347.724234341,2007
"Hai Duong","70195","Thanh Ha",153047.217506894,7264.03213329677,145783.185373597,2008
"Hai Duong","70195","Thanh Ha",153555,7337,146218,2009
"Hai Duong","70195","Thanh Ha",154641,7440,147201,2010
"Hai Duong","70195","Thanh Ha",155727,7543,148184,2011
"Hai Duong","70195","Thanh Ha",156814,7646,149167,2012
"Hai Duong","70195","Thanh Ha",157900,7749,150150,2013
"Hai Duong","70195","Thanh Ha",158986,7853,151134,2014
"Hai Duong","70195","Thanh Ha",160072,7956,152117,2015
"Hai Duong","70195","Thanh Ha",161158,8059,153100,2016
"Hai Duong","70195","Thanh Ha",162245,8162,154083,2017
"Hai Duong","70195","Thanh Ha",163331,8265,155066,2018
"Hai Duong","70195","Thanh Ha",164417,8368,156049,2019
"Hai Duong","70195","Thanh Ha",165525,8475,157050,2020
"Hai Phong","70196","An Duong",145005.114485325,6371.66639897178,138633.448086354,1998
"Hai Phong","70196","An Duong",146412.041464251,6421.82781039842,139990.213653852,1999
"Hai Phong","70196","An Duong",147818.968443176,6471.78646174663,141347.18198143,2000
"Hai Phong","70196","An Duong",149225.895422102,6521.54292322101,142704.352498881,2001
"Hai Phong","70196","An Duong",150632.822401027,6571.09776362529,144061.724637402,2002
"Hai Phong","70196","An Duong",152039.749379953,6620.45155036553,145419.297829587,2003
"Hai Phong","70196","An Duong",153446.676358878,6669.60484945333,146777.071509425,2004
"Hai Phong","70196","An Duong",154853.603337804,6718.558225509,148135.045112295,2005
"Hai Phong","70196","An Duong",156327.952503353,6770.23215370916,149557.720349644,2006
"Hai Phong","70196","An Duong",157802.301668902,6821.69669960514,150980.604969297,2007
"Hai Phong","70196","An Duong",159276.650834451,6872.95245243784,152403.698382013,2008
"Hai Phong","70196","An Duong",160751,6924,153827,2009
"Hai Phong","70196","An Duong",164248,7061,157186,2010
"Hai Phong","70196","An Duong",167744,7198,160546,2011
"Hai Phong","70196","An Duong",171241,7335,163906,2012
"Hai Phong","70196","An Duong",174737,7472,167265,2013
"Hai Phong","70196","An Duong",178234,7610,170625,2014
"Hai Phong","70196","An Duong",181731,7747,173984,2015
"Hai Phong","70196","An Duong",185227,7884,177344,2016
"Hai Phong","70196","An Duong",188724,8021,180703,2017
"Hai Phong","70196","An Duong",192220,8158,184063,2018
"Hai Phong","70196","An Duong",195717,8295,187422,2019
"Hai Phong","70196","An Duong",199414,8439,190975,2020
"Son La","70197","Sop Cop",31232.6388598289,0,31232.6388598289,1998
"Son La","70197","Sop Cop",31916.1167233335,0,31916.1167233335,1999
"Son La","70197","Sop Cop",32599.5945868381,0,32599.5945868381,2000
"Son La","70197","Sop Cop",33283.0724503427,0,33283.0724503427,2001
"Son La","70197","Sop Cop",33966.5503138474,0,33966.5503138474,2002
"Son La","70197","Sop Cop",34650.028177352,0,34650.028177352,2003
"Son La","70197","Sop Cop",35333.5060408566,0,35333.5060408566,2004
"Son La","70197","Sop Cop",36016.9839043613,0,36016.9839043613,2005
"Son La","70197","Sop Cop",36772.2379282709,0,36772.2379282709,2006
"Son La","70197","Sop Cop",37527.4919521806,0,37527.4919521806,2007
"Son La","70197","Sop Cop",38282.7459760903,0,38282.7459760903,2008
"Son La","70197","Sop Cop",39038,0,39038,2009
"Son La","70197","Sop Cop",40156,0,40156,2010
"Son La","70197","Sop Cop",41273,0,41273,2011
"Son La","70197","Sop Cop",42391,0,42391,2012
"Son La","70197","Sop Cop",43509,0,43509,2013
"Son La","70197","Sop Cop",44626,0,44626,2014
"Son La","70197","Sop Cop",45744,0,45744,2015
"Son La","70197","Sop Cop",46862,0,46862,2016
"Son La","70197","Sop Cop",47980,0,47980,2017
"Son La","70197","Sop Cop",49097,0,49097,2018
"Son La","70197","Sop Cop",50215,0,50215,2019
"Son La","70197","Sop Cop",51414,0,51414,2020
"Ha Noi","70198","Chuong My",218098.724845524,34791.024671975,183307.700173549,1998
"Ha Noi","70198","Chuong My",224024.599178619,35065.1619073509,188959.437271268,1999
"Ha Noi","70198","Chuong My",229950.473511715,35316.7307086153,194633.7428031,2000
"Ha Noi","70198","Chuong My",235876.347844811,35546.4820883393,200329.865756471,2001
"Ha Noi","70198","Chuong My",241802.222177906,35755.1468101756,206047.075367731,2002
"Ha Noi","70198","Chuong My",247728.096511002,35943.4358845444,211784.660626458,2003
"Ha Noi","70198","Chuong My",253653.970844098,36112.041052842,217541.929791256,2004
"Ha Noi","70198","Chuong My",259579.845177193,36261.6352604296,223318.209916764,2005
"Ha Noi","70198","Chuong My",266274.633882895,36498.2682237105,229776.365659184,2006
"Ha Noi","70198","Chuong My",272969.422588597,36713.222761485,236256.199827112,2007
"Ha Noi","70198","Chuong My",279664.211294298,36907.2296846327,242756.981609666,2008
"Ha Noi","70198","Chuong My",286359,37081,249278,2009
"Ha Noi","70198","Chuong My",291456,37016,254440,2010
"Ha Noi","70198","Chuong My",296552,36951,259602,2011
"Ha Noi","70198","Chuong My",301649,36885,264764,2012
"Ha Noi","70198","Chuong My",306746,36820,269926,2013
"Ha Noi","70198","Chuong My",311843,36755,275088,2014
"Ha Noi","70198","Chuong My",316939,36690,280249,2015
"Ha Noi","70198","Chuong My",322036,36625,285411,2016
"Ha Noi","70198","Chuong My",327133,36559,290573,2017
"Ha Noi","70198","Chuong My",332229,36494,295735,2018
"Ha Noi","70198","Chuong My",337326,36429,300897,2019
"Ha Noi","70198","Chuong My",342667,36364,306303,2020
"Hai Phong","70199","Hong Bang",91572.4308442934,91572.4308442934,0,1998
"Hai Phong","70199","Hong Bang",92470.5913522733,92470.5913522733,0,1999
"Hai Phong","70199","Hong Bang",93368.7518602533,93368.7518602533,0,2000
"Hai Phong","70199","Hong Bang",94266.9123682333,94266.9123682333,0,2001
"Hai Phong","70199","Hong Bang",95165.0728762133,95165.0728762133,0,2002
"Hai Phong","70199","Hong Bang",96063.2333841933,96063.2333841933,0,2003
"Hai Phong","70199","Hong Bang",96961.3938921732,96961.3938921732,0,2004
"Hai Phong","70199","Hong Bang",97859.5544001532,97859.5544001532,0,2005
"Hai Phong","70199","Hong Bang",98800.9158001149,98800.9158001149,0,2006
"Hai Phong","70199","Hong Bang",99742.2772000766,99742.2772000766,0,2007
"Hai Phong","70199","Hong Bang",100683.638600038,100683.638600038,0,2008
"Hai Phong","70199","Hong Bang",101625,101625,0,2009
"Hai Phong","70199","Hong Bang",101074,101074,0,2010
"Hai Phong","70199","Hong Bang",100522,100522,0,2011
"Hai Phong","70199","Hong Bang",99971,99971,0,2012
"Hai Phong","70199","Hong Bang",99419,99419,0,2013
"Hai Phong","70199","Hong Bang",98868,98868,0,2014
"Hai Phong","70199","Hong Bang",98317,98317,0,2015
"Hai Phong","70199","Hong Bang",97765,97765,0,2016
"Hai Phong","70199","Hong Bang",97214,97214,0,2017
"Hai Phong","70199","Hong Bang",96662,96662,0,2018
"Hai Phong","70199","Hong Bang",96111,96111,0,2019
"Hai Phong","70199","Hong Bang",95569,95569,0,2020
"Hai Duong","70200","Binh Giang",101039.387999707,5219.16678201528,95820.2212176914,1998
"Hai Duong","70200","Binh Giang",101376.217377188,5182.90312690811,96193.3142502796,1999
"Hai Duong","70200","Binh Giang",101713.046754669,5146.83461892792,96566.2121357408,2000
"Hai Duong","70200","Binh Giang",102049.87613215,5110.96106667986,96938.9150654699,2001
"Hai Duong","70200","Binh Giang",102386.705509631,5075.28226219852,97311.4232474323,2002
"Hai Duong","70200","Binh Giang",102723.534887112,5039.79798130764,97683.7369058042,2003
"Hai Duong","70200","Binh Giang",103060.364264593,5004.50798397424,98055.8562806186,2004
"Hai Duong","70200","Binh Giang",103397.193642074,4969.41201465709,98427.7816274168,2005
"Hai Duong","70200","Binh Giang",103739.645231555,4934.777244897,98804.8679866584,2006
"Hai Duong","70200","Binh Giang",104082.096821037,4900.33046560287,99181.7663554341,2007
"Hai Duong","70200","Binh Giang",104424.548410518,4866.07146100141,99558.4769495171,2008
"Hai Duong","70200","Binh Giang",104767,4832,99935,2009
"Hai Duong","70200","Binh Giang",106213,4847,101366,2010
"Hai Duong","70200","Binh Giang",107659,4863,102797,2011
"Hai Duong","70200","Binh Giang",109106,4878,104228,2012
"Hai Duong","70200","Binh Giang",110552,4893,105659,2013
"Hai Duong","70200","Binh Giang",111998,4909,107089,2014
"Hai Duong","70200","Binh Giang",113444,4924,108520,2015
"Hai Duong","70200","Binh Giang",114890,4939,109951,2016
"Hai Duong","70200","Binh Giang",116337,4954,111382,2017
"Hai Duong","70200","Binh Giang",117783,4970,112813,2018
"Hai Duong","70200","Binh Giang",119229,4985,114244,2019
"Hai Duong","70200","Binh Giang",120730,5000,115730,2020
"Son La","70201_70212","MocChau_VanHo",122060.017505261,25609.8950164642,96450.1224887968,1998
"Son La","70201_70212","MocChau_VanHo",124697.387228639,26338.5929710006,98358.794257638,1999
"Son La","70201_70212","MocChau_VanHo",127334.756952016,27075.9078597169,100258.849092299,2000
"Son La","70201_70212","MocChau_VanHo",129972.126675394,27821.922451751,102150.204223643,2001
"Son La","70201_70212","MocChau_VanHo",132609.496398772,28576.7202386231,104032.776160149,2002
"Son La","70201_70212","MocChau_VanHo",135246.866122149,29340.3854402011,105906.480681948,2003
"Son La","70201_70212","MocChau_VanHo",137884.235845527,30113.0030107132,107771.232834814,2004
"Son La","70201_70212","MocChau_VanHo",140521.605568905,30894.6586448078,109626.946924097,2005
"Son La","70201_70212","MocChau_VanHo",143434.204176679,31746.3553133475,111687.848863331,2006
"Son La","70201_70212","MocChau_VanHo",146346.802784452,32608.0801817746,113738.722602678,2007
"Son La","70201_70212","MocChau_VanHo",149259.401392226,33479.929410893,115779.471981333,2008
"Son La","70201_70212","MocChau_VanHo",152172,34362,117810,2009
"Son La","70201_70212","MocChau_VanHo",154620,35162,119457,2010
"Son La","70201_70212","MocChau_VanHo",157067,35962,121105,2011
"Son La","70201_70212","MocChau_VanHo",159515,36763,122752,2012
"Son La","70201_70212","MocChau_VanHo",161962,37563,124400,2013
"Son La","70201_70212","MocChau_VanHo",164410,38363,126047,2014
"Son La","70201_70212","MocChau_VanHo",166858,39163,127694,2015
"Son La","70201_70212","MocChau_VanHo",169305,39963,129342,2016
"Son La","70201_70212","MocChau_VanHo",171753,40764,130989,2017
"Son La","70201_70212","MocChau_VanHo",174200,41564,132637,2018
"Son La","70201_70212","MocChau_VanHo",176648,42364,134284,2019
"Son La","70201_70212","MocChau_VanHo",179203,43213,135990,2020
"Ha Noi","70202","Thanh Oai",127118.016539287,4707.56958067867,122410.446958608,1998
"Ha Noi","70202","Thanh Oai",130601.805947947,4812.2145270289,125789.591420919,1999
"Ha Noi","70202","Thanh Oai",134085.595356608,4915.68538783774,129169.90996877,2000
"Ha Noi","70202","Thanh Oai",137569.384765269,5017.99133814976,132551.393427119,2001
"Ha Noi","70202","Thanh Oai",141053.17417393,5119.14149035673,135934.032683573,2002
"Ha Noi","70202","Thanh Oai",144536.963582591,5219.14489459608,139317.818687994,2003
"Ha Noi","70202","Thanh Oai",148020.752991251,5318.01053914688,142702.742452104,2004
"Ha Noi","70202","Thanh Oai",151504.542399912,5415.74735082347,146088.795049089,2005
"Ha Noi","70202","Thanh Oai",155440.906799934,5528.4606211362,149912.446178798,2006
"Ha Noi","70202","Thanh Oai",159377.271199956,5639.90051693835,153737.370683018,2007
"Ha Noi","70202","Thanh Oai",163313.635599978,5750.07700901495,157563.558590963,2008
"Ha Noi","70202","Thanh Oai",167250,5859,161391,2009
"Ha Noi","70202","Thanh Oai",171628,5980,165648,2010
"Ha Noi","70202","Thanh Oai",176006,6101,169905,2011
"Ha Noi","70202","Thanh Oai",180384,6222,174162,2012
"Ha Noi","70202","Thanh Oai",184762,6343,178419,2013
"Ha Noi","70202","Thanh Oai",189139,6464,182675,2014
"Ha Noi","70202","Thanh Oai",193517,6585,186932,2015
"Ha Noi","70202","Thanh Oai",197895,6706,191189,2016
"Ha Noi","70202","Thanh Oai",202273,6827,195446,2017
"Ha Noi","70202","Thanh Oai",206651,6948,199703,2018
"Ha Noi","70202","Thanh Oai",211029,7069,203960,2019
"Ha Noi","70202","Thanh Oai",215702,7197,208505,2020
"Hai Phong","70203","Ngo Quyen",148328.853074423,148328.853074423,0,1998
"Hai Phong","70203","Ngo Quyen",149783.693496668,149783.693496668,0,1999
"Hai Phong","70203","Ngo Quyen",151238.533918914,151238.533918914,0,2000
"Hai Phong","70203","Ngo Quyen",152693.37434116,152693.37434116,0,2001
"Hai Phong","70203","Ngo Quyen",154148.214763406,154148.214763406,0,2002
"Hai Phong","70203","Ngo Quyen",155603.055185652,155603.055185652,0,2003
"Hai Phong","70203","Ngo Quyen",157057.895607898,157057.895607898,0,2004
